1 87 210 325 365 427 522 646 689 793 907 1006 1116 1228
1 88 211 269 345 438 515 635 687 794 913 1007 1064 1243
1 89 212 326 355 435 523 620 721 795 848 973 1117 1244
1 90 213 265 345 438 473 647 704 751 914 980 1097 1245
1 70 214 265 363 447 518 648 695 772 907 1008 1118 1246
1 91 185 316 396 445 524 639 718 796 915 1009 1062 1247
1 81 215 327 397 442 491 649 688 797 879 983 1071 1227
1 83 184 328 363 421 507 650 691 798 910 963 1108 1232
1 92 216 321 350 450 525 632 695 799 893 1010 1119 1248
1 68 216 315 366 439 507 642 703 761 916 1008 1120 1249
1 93 217 300 355 410 526 599 698 800 906 1005 1121 1229
1 94 151 329 398 453 522 651 702 761 877 1008 1122 1250
1 83 218 330 399 418 465 652 695 801 917 978 1098 1251
1 27 219 331 396 442 527 593 688 796 900 1011 1074 1252
1 95 220 274 345 454 477 572 707 760 901 1006 1123 1252
1 96 139 269 345 445 462 593 703 746 918 961 1124 1253
1 97 159 295 396 442 521 563 690 780 919 1012 1080 1254
1 98 221 332 398 437 528 653 719 747 920 1013 1112 1255
1 52 147 271 400 438 529 654 697 802 921 982 1064 1256
1 99 222 275 394 450 494 609 704 746 900 1000 1050 1257
2 100 138 272 351 455 530 632 707 803 922 1014 1125 1208
2 101 223 297 355 429 531 655 689 799 839 1015 1126 1258
2 102 224 297 385 413 532 605 701 799 855 1016 1127 1259
2 67 225 283 396 428 533 656 699 804 837 1017 1125 1260
2 82 226 302 373 445 507 657 721 732 923 1006 1128 1261
2 79 227 316 393 426 534 658 709 803 924 1011 1129 1262
2 84 228 333 345 416 513 659 710 805 925 1006 1130 1263
2 103 229 334 359 410 535 660 709 806 837 986 1131 1226
2 61 167 328 365 438 534 661 719 807 855 1018 1081 1257
2 104 230 268 385 406 536 660 710 808 926 982 1132 1264
2 23 231 276 345 410 537 662 710 809 859 1019 1097 1260
2 105 232 335 355 416 538 662 703 810 838 1010 1133 1176
2 106 204 277 401 412 539 663 705 811 927 982 1106 1206
2 107 233 335 355 437 507 664 702 812 928 984 1134 1265
2 84 234 316 393 409 513 665 693 813 929 1020 1135 1266
2 5 235 336 345 418 540 666 695 814 930 1021 1136 1180
2 43 236 313 355 450 541 667 697 815 868 1022 1137 1238
2 108 237 279 396 442 533 668 702 816 931 1023 1138 1229
2 109 238 275 396 437 542 669 711 732 932 1024 1139 1261
2 110 239 283 396 407 543 670 691 813 933 1025 1137 1265
2 26 240 278 385 456 538 619 694 732 934 1026 1140 1222
2 111 241 279 394 409 544 640 689 817 935 1027 1141 1230
2 57 154 337 402 422 465 613 687 783 924 1028 1137 1267
2 112 242 281 393 413 545 671 716 761 936 1029 1128 1268
2 113 209 290 355 435 544 657 710 781 937 1022 1142 1269
2 114 243 272 394 425 546 672 716 818 938 1021 1143 1270
2 115 244 275 365 416 545 671 717 783 939 1025 1144 1230
2 116 245 334 403 412 505 657 709 813 840 1030 1145 1189
2 117 155 276 359 413 457 673 710 819 940 1025 1146 1234
2 37 170 334 363 416 462 674 718 725 941 1025 1147 1271
2 118 246 275 345 438 547 675 705 772 931 1029 1129 1206
2 119 247 333 355 427 548 676 705 805 942 974 1081 1194
2 25 248 317 394 428 508 660 721 820 943 987 1148 1272
2 120 249 335 393 428 549 677 697 803 944 1031 1149 1268
2 121 250 271 394 434 550 678 722 770 945 1010 1136 1273
2 32 251 318 363 438 551 659 718 776 946 1017 1149 1206
2 122 252 299 388 436 533 675 695 738 947 1032 1150 1262
2 123 253 271 365 438 544 658 697 821 948 1033 1149 1274
2 33 254 338 400 414 539 679 690 749 949 1015 1151 1214
2 124 255 339 359 409 491 680 701 822 950 1030 1152 1208
2 125 245 272 366 410 552 681 697 769 951 1016 1153 1213
2 92 256 281 365 442 549 682 717 810 952 1025 1154 1275
2 126 257 279 355 417 519 677 723 823 953 1034 1155 1234
2 24 258 267 367 415 519 683 718 824 954 1035 1156 1276
2 124 259 279 388 418 545 684 695 825 841 1010 1150 1214
2 127 260 318 355 419 553 685 695 746 955 1026 1150 1277
2 114 133 340 355 419 508 678 710 738 956 1021 1139 1278
2 128 261 320 400 410 492 669 724 746 957 1028 1157 1259
